gamma,p,C,kappa,audit_on,n,successes,permanence_rate,wilson_lo,wilson_hi,mean_final_corr,mean_corr,mean_adversary_concealment,mean_final_adversary_concealment,mean_adversary_fitness,adversary_extinction_rate,mean_adversary_share,mean_caught_events,mean_false_positive_events,mean_steps_run
0.3,0.0,0.0,0.1,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.0993320522234021,0.07998550416972483,1.0100202140880477,1.0,0.04519184497487698,0.0,0.0,16.5
0.3,0.0,0.0,0.3,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.0993320522234021,0.07998550416972483,1.0100202140880477,1.0,0.04519184497487698,0.0,0.0,16.5
0.3,0.0,0.5,0.0,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.0993320522234021,0.07998550416972483,1.0100202140880477,1.0,0.04519184497487698,0.0,0.0,16.5
0.3,0.0,0.5,0.1,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.0993320522234021,0.07998550416972483,1.0100202140880477,1.0,0.04519184497487698,0.0,0.0,16.5
0.3,0.0,0.5,0.3,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.0993320522234021,0.07998550416972483,1.0100202140880477,1.0,0.04519184497487698,0.0,0.0,16.5
0.3,0.0,1.0,0.0,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.0993320522234021,0.07998550416972483,1.0100202140880477,1.0,0.04519184497487698,0.0,0.0,16.5
0.3,0.0,1.0,0.1,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.0993320522234021,0.07998550416972483,1.0100202140880477,1.0,0.04519184497487698,0.0,0.0,16.5
0.3,0.0,1.0,0.3,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.0993320522234021,0.07998550416972483,1.0100202140880477,1.0,0.04519184497487698,0.0,0.0,16.5
0.3,0.25,0.0,0.0,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.08488486729926346,0.057449675279764106,1.0106277261546948,1.0,0.04577995189202532,0.0,0.0,16.433333333333334
0.3,0.25,0.0,0.1,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.08596299231640944,0.06244967527976411,1.0090689190143174,1.0,0.04595736612745375,0.0,0.0,16.566666666666666
0.3,0.25,0.0,0.3,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.07448871287987426,0.054910649555885545,1.0065912855512122,1.0,0.046150678115780414,0.0,0.0,16.966666666666665
0.3,0.25,0.5,0.0,True,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.08488486729926346,0.057449675279764106,1.0106277261546948,1.0,0.04577995189202532,0.0,0.0,16.433333333333334
0.3,0.25,0.5,0.1,True,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.06649100928511355,0.04636432206607754,1.0111589959954976,1.0,0.04587822142356228,0.0,0.0,16.766666666666666
0.3,0.25,0.5,0.3,True,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.07058449959986023,0.056225534426759184,0.9710387747689715,1.0,0.04444623876941387,0.0,0.1,16.966666666666665
0.3,0.25,1.0,0.0,True,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.08488486729926346,0.057449675279764106,1.0106277261546948,1.0,0.04577995189202532,0.0,0.0,16.433333333333334
0.3,0.25,1.0,0.1,True,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.06649100928511355,0.04636432206607754,1.0111589959954976,1.0,0.04587822142356228,0.0,0.0,16.766666666666666
0.3,0.25,1.0,0.3,True,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.09076373175611627,0.07547884065708929,0.9327460974721428,0.9666666666666667,0.07494321085970074,0.0,0.1,15.766666666666667
0.3,0.5,0.0,0.0,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.08488486729926346,0.057449675279764106,1.0106277261546948,1.0,0.04577995189202532,0.0,0.0,16.433333333333334
0.3,0.5,0.0,0.1,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.08329632564974278,0.05578300861309744,1.0074751103311113,1.0,0.04668699332458004,0.0,0.0,16.733333333333334
0.3,0.5,0.0,0.3,False,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.07375908063833791,0.05976144886664729,1.0019488168756425,1.0,0.047100369975163606,0.0,0.0,17.8
0.3,0.5,0.5,0.0,True,30,0,0.0,0.0,0.113517091390478,1.0,1.0,0.08488486729926346,0.057449675279764106,1.0106277261546948,1.0,0.04577995189202532,0.0,0.0,16.433333333333334
