feature_set,component,feature,loading
F3_all_internal,27,active_M4_compression,-3.07467486771838e-14
F3_all_internal,27,active_M5,7.471584508553614e-14
F3_all_internal,27,active_M6_frequency_control,1.1809243479770167e-14
F3_all_internal,27,active_M7_random_matched,6.26613508232107e-16
F3_all_internal,27,functional_core_membership,-7.180568057548999e-15
F3_all_internal,27,strict_core_membership,3.003177589029049e-14
F3_all_internal,28,class_size,-0.0
F3_all_internal,28,frequency,1.277890060986675e-13
F3_all_internal,28,dag_diversity,-1.0946962742090735e-13
F3_all_internal,28,dag_div_score,6.205955035474247e-13
F3_all_internal,28,operator_diversity,-0.15487641777458896
F3_all_internal,28,op_div_score,-0.12357200503028774
F3_all_internal,28,depth_min,-0.3406073965892234
F3_all_internal,28,depth_max,-0.3482026529487847
F3_all_internal,28,depth_score,-0.056004087670933324
F3_all_internal,28,intervention_score,-0.036495057095504546
F3_all_internal,28,conditional_score,0.013041980412553611
F3_all_internal,28,role_score,4.1923359172424386e-11
F3_all_internal,28,complexity,0.8315025325078278
F3_all_internal,28,signature_len,-7.805026841949647e-15
F3_all_internal,28,M1_original_score,0.009174903299993159
F3_all_internal,28,M2_intervention_score,0.06339466738456483
F3_all_internal,28,M3_reuse_score,-0.003736654653911536
F3_all_internal,28,M4_compression_score,1.5392689921004122e-14
F3_all_internal,28,M5_perturbation_centrality_score,-1.8824315891777297e-12
F3_all_internal,28,M6_frequency_control_score,4.8335917245082526e-11
F3_all_internal,28,M7_random_matched_score,-5.317879495413431e-17
F3_all_internal,28,expression_depth,-0.14946911980806157
F3_all_internal,28,reuse_rate,0.00373665527425624
F3_all_internal,28,reuse_count,1.2310816849847168e-13
F3_all_internal,28,intervention_role,-0.02689961029078668
F3_all_internal,28,conditional_role,-0.013041980414637862
F3_all_internal,28,raw_score,-0.009174903968909975
F3_all_internal,28,active_M1,-7.77349236843467e-14
F3_all_internal,28,active_M2_intervention,7.263828696668004e-14
F3_all_internal,28,active_M3,-1.6160593452049622e-13
F3_all_internal,28,active_M4_compression,2.3137587380868146e-14
F3_all_internal,28,active_M5,-1.0790238115571235e-13
F3_all_internal,28,active_M6_frequency_control,-8.614333445963178e-15
F3_all_internal,28,active_M7_random_matched,-1.375351171877943e-16
F3_all_internal,28,functional_core_membership,-7.847175212628271e-15
F3_all_internal,28,strict_core_membership,-2.819320235276741e-14
F3_all_internal,29,class_size,-0.0
F3_all_internal,29,frequency,-6.360377446730033e-14
F3_all_internal,29,dag_diversity,-4.3468926542736815e-14
F3_all_internal,29,dag_div_score,6.045766474162025e-13
F3_all_internal,29,operator_diversity,0.1862256414621314
F3_all_internal,29,op_div_score,-0.2137490506972448
F3_all_internal,29,depth_min,-0.17411212345890892
F3_all_internal,29,depth_max,0.4821696484612468
F3_all_internal,29,depth_score,0.009623524240264471
F3_all_internal,29,intervention_score,-0.17165812210639908
F3_all_internal,29,conditional_score,-0.1858896856878201
F3_all_internal,29,role_score,5.457735033734037e-11
F3_all_internal,29,complexity,0.08219039028879616
F3_all_internal,29,signature_len,4.7863887626969674e-15
F3_all_internal,29,M1_original_score,-0.30308050412809706
F3_all_internal,29,M2_intervention_score,-0.07493969889140292
F3_all_internal,29,M3_reuse_score,0.2611166689623174
F3_all_internal,29,M4_compression_score,-2.2715399007315942e-14
F3_all_internal,29,M5_perturbation_centrality_score,-1.829927609571691e-13
F3_all_internal,29,M6_frequency_control_score,6.412432744255348e-11
F3_all_internal,29,M7_random_matched_score,1.8260470040781391e-16
F3_all_internal,29,expression_depth,-0.40607703960112984
F3_all_internal,29,reuse_rate,-0.26111666814765083
F3_all_internal,29,reuse_count,5.4641705884196705e-14
F3_all_internal,29,intervention_role,0.2465978209953808
F3_all_internal,29,conditional_role,0.18588968568514422
F3_all_internal,29,raw_score,0.30308050324723995
F3_all_internal,29,active_M1,-1.1869661034608462e-13
F3_all_internal,29,active_M2_intervention,6.52613968800987e-14
F3_all_internal,29,active_M3,-2.0071821135020426e-13
F3_all_internal,29,active_M4_compression,6.353515211363861e-15
F3_all_internal,29,active_M5,-1.5254849292938047e-13
F3_all_internal,29,active_M6_frequency_control,-3.7908316508968334e-16
F3_all_internal,29,active_M7_random_matched,-5.267341105116691e-16
F3_all_internal,29,functional_core_membership,-1.892747570755937e-14
F3_all_internal,29,strict_core_membership,-1.1470211492877282e-14
F3_all_internal,30,class_size,-0.0
F3_all_internal,30,frequency,5.437496262068461e-13
F3_all_internal,30,dag_diversity,4.0451550524093354e-14
F3_all_internal,30,dag_div_score,9.430806645047496e-13
F3_all_internal,30,operator_diversity,0.41750481469577844
F3_all_internal,30,op_div_score,-0.422154913278333
F3_all_internal,30,depth_min,0.0281224785670892
F3_all_internal,30,depth_max,-0.11781584930086328
F3_all_internal,30,depth_score,-0.38917143070312027
F3_all_internal,30,intervention_score,-0.0684490561100844
F3_all_internal,30,conditional_score,-0.05817023133059366
F3_all_internal,30,role_score,3.444673857244787e-11
F3_all_internal,30,complexity,0.013886122071253785
F3_all_internal,30,signature_len,-1.2514465640569621e-14
F3_all_internal,30,M1_original_score,0.09133800054134135
F3_all_internal,30,M2_intervention_score,0.204469930532133
F3_all_internal,30,M3_reuse_score,0.2978903330073377
F3_all_internal,30,M4_compression_score,1.0347867608674543e-13
F3_all_internal,30,M5_perturbation_centrality_score,-2.375256876950163e-12
F3_all_internal,30,M6_frequency_control_score,3.8494525227166985e-11
F3_all_internal,30,M7_random_matched_score,1.1918967405340582e-16
F3_all_internal,30,expression_depth,0.4639302390779891
F3_all_internal,30,reuse_rate,-0.2978903325004133
F3_all_internal,30,reuse_count,-5.967136743014837e-14
F3_all_internal,30,intervention_role,-0.13602087442343366
F3_all_internal,30,conditional_role,0.05817023132888093
F3_all_internal,30,raw_score,-0.09133800108712635
F3_all_internal,30,active_M1,-5.645800271697292e-14
F3_all_internal,30,active_M2_intervention,6.781251583347003e-14
F3_all_internal,30,active_M3,-1.308026282302152e-13
F3_all_internal,30,active_M4_compression,2.866261977463423e-14
F3_all_internal,30,active_M5,-1.0759480551288843e-13
F3_all_internal,30,active_M6_frequency_control,-1.8288434238030266e-14
F3_all_internal,30,active_M7_random_matched,-3.893745934407315e-16
F3_all_internal,30,functional_core_membership,1.1749498769780341e-14
F3_all_internal,30,strict_core_membership,-3.038899618990102e-14
F3_all_internal,31,class_size,-0.0
F3_all_internal,31,frequency,4.307423543080004e-13
F3_all_internal,31,dag_diversity,4.7159157449048637e-14
F3_all_internal,31,dag_div_score,-5.83513584457951e-14
F3_all_internal,31,operator_diversity,-0.14461710216266482
F3_all_internal,31,op_div_score,0.1873207535081095
F3_all_internal,31,depth_min,-0.07855366959458882
F3_all_internal,31,depth_max,-0.3570721203359042
F3_all_internal,31,depth_score,0.3500725552848986
F3_all_internal,31,intervention_score,-0.10373750374708535
F3_all_internal,31,conditional_score,0.21630378266401953
F3_all_internal,31,role_score,-4.390441113909614e-11
F3_all_internal,31,complexity,-0.12752162116850857
F3_all_internal,31,signature_len,5.799270073892474e-15
F3_all_internal,31,M1_original_score,-0.38132832709812897
F3_all_internal,31,M2_intervention_score,0.12593794745729586
F3_all_internal,31,M3_reuse_score,0.3243489569325079
F3_all_internal,31,M4_compression_score,9.474854732262567e-14
F3_all_internal,31,M5_perturbation_centrality_score,1.3639888545918828e-12
F3_all_internal,31,M6_frequency_control_score,-5.205768801174141e-11
F3_all_internal,31,M7_random_matched_score,-5.883139676713024e-16
F3_all_internal,31,expression_depth,0.22270308831897695
F3_all_internal,31,reuse_rate,-0.32434895758417304
F3_all_internal,31,reuse_count,-7.282063905661507e-14
F3_all_internal,31,intervention_role,-0.022200443708371015
F3_all_internal,31,conditional_role,-0.21630378266184533
F3_all_internal,31,raw_score,0.38132832780144754
F3_all_internal,31,active_M1,7.539963110988432e-14
F3_all_internal,31,active_M2_intervention,-6.819432832526712e-14
F3_all_internal,31,active_M3,1.593417070939558e-13
F3_all_internal,31,active_M4_compression,-1.1369370233047691e-14
F3_all_internal,31,active_M5,1.2385336926826677e-13
F3_all_internal,31,active_M6_frequency_control,1.0549055995879957e-14
F3_all_internal,31,active_M7_random_matched,7.885949938675496e-16
F3_all_internal,31,functional_core_membership,1.2403438928523385e-14
F3_all_internal,31,strict_core_membership,2.2896472106177904e-14
F3_all_internal,32,class_size,-0.0
F3_all_internal,32,frequency,-5.201236016561179e-13
F3_all_internal,32,dag_diversity,-2.673302160576531e-14
F3_all_internal,32,dag_div_score,-8.481055824839324e-13
F3_all_internal,32,operator_diversity,-0.041119681270121285
F3_all_internal,32,op_div_score,0.06087822367032879
F3_all_internal,32,depth_min,0.037208113986420016
F3_all_internal,32,depth_max,-0.1386551381441541
F3_all_internal,32,depth_score,0.14246654365836542
F3_all_internal,32,intervention_score,-0.10966954332097344
F3_all_internal,32,conditional_score,-0.5084772671176386
F3_all_internal,32,role_score,-2.5991341862743467e-11
F3_all_internal,32,complexity,-0.05900294894088822
F3_all_internal,32,signature_len,-3.401601845782576e-15
F3_all_internal,32,M1_original_score,-0.16840299843903647
F3_all_internal,32,M2_intervention_score,0.44280388510268887
F3_all_internal,32,M3_reuse_score,-0.16854257538372322
F3_all_internal,32,M4_compression_score,-9.559729017155676e-14
F3_all_internal,32,M5_perturbation_centrality_score,-6.42996163697235e-14
F3_all_internal,32,M6_frequency_control_score,-2.939884729176043e-11
F3_all_internal,32,M7_random_matched_score,-7.188171940675798e-16
F3_all_internal,32,expression_depth,0.022438314065308107
F3_all_internal,32,reuse_rate,0.16854257499531433
F3_all_internal,32,reuse_count,4.679506930453077e-14
F3_all_internal,32,intervention_role,-0.3331343417805506
F3_all_internal,32,conditional_role,0.5084772671189114
F3_all_internal,32,raw_score,0.16840299885916274
F3_all_internal,32,active_M1,7.275941394807502e-14
F3_all_internal,32,active_M2_intervention,-2.3728109616437015e-14
F3_all_internal,32,active_M3,9.519397502578002e-14
F3_all_internal,32,active_M4_compression,-6.6871613986364564e-15
F3_all_internal,32,active_M5,7.067873585439066e-14
F3_all_internal,32,active_M6_frequency_control,-3.2002732196925186e-15
F3_all_internal,32,active_M7_random_matched,7.593180576590229e-16
F3_all_internal,32,functional_core_membership,4.416382429984827e-15
F3_all_internal,32,strict_core_membership,2.215751424141861e-15
F3_all_internal,33,class_size,-0.0
F3_all_internal,33,frequency,-1.726151320768886e-13
F3_all_internal,33,dag_diversity,-3.166241626973595e-14
F3_all_internal,33,dag_div_score,8.174801230421697e-13
F3_all_internal,33,operator_diversity,0.13957104729809583
F3_all_internal,33,op_div_score,-0.1195534748581749
F3_all_internal,33,depth_min,0.14049454338246267
F3_all_internal,33,depth_max,-0.4541044830810778
F3_all_internal,33,depth_score,0.39362982298299315
F3_all_internal,33,intervention_score,-0.11606134673989023
F3_all_internal,33,conditional_score,-0.26972708538865486
F3_all_internal,33,role_score,8.428858445642363e-11
F3_all_internal,33,complexity,-0.05977646381072604
F3_all_internal,33,signature_len,3.923660279770625e-15
F3_all_internal,33,M1_original_score,0.1963737854862631
F3_all_internal,33,M2_intervention_score,-0.3438263045445526
F3_all_internal,33,M3_reuse_score,0.0885947133189678
F3_all_internal,33,M4_compression_score,-5.5886469819485906e-14
F3_all_internal,33,M5_perturbation_centrality_score,-7.44368264424088e-13
F3_all_internal,33,M6_frequency_control_score,9.90917896222513e-11
F3_all_internal,33,M7_random_matched_score,1.1591927689534645e-16
F3_all_internal,33,expression_depth,-0.0157301321515189
F3_all_internal,33,reuse_rate,-0.08859471206219517
F3_all_internal,33,reuse_count,4.867813809392425e-14
F3_all_internal,33,intervention_role,0.45988765128076087
F3_all_internal,33,conditional_role,0.2697270853845142
F3_all_internal,33,raw_score,-0.19637378684465423
F3_all_internal,33,active_M1,-1.8761371386534548e-13
F3_all_internal,33,active_M2_intervention,9.272900738145205e-14
F3_all_internal,33,active_M3,-3.094342227639121e-13
F3_all_internal,33,active_M4_compression,7.449291318295761e-15
F3_all_internal,33,active_M5,-3.2210433595385473e-13
F3_all_internal,33,active_M6_frequency_control,-4.6660673863427424e-15
F3_all_internal,33,active_M7_random_matched,-5.466615132881386e-16
F3_all_internal,33,functional_core_membership,6.951235048991683e-14
F3_all_internal,33,strict_core_membership,-1.9621818552868852e-14
F3_all_internal,34,class_size,0.0
F3_all_internal,34,frequency,3.2042823110384093e-13
F3_all_internal,34,dag_diversity,-1.2434526099151614e-14
F3_all_internal,34,dag_div_score,1.0018385814806526e-12
F3_all_internal,34,operator_diversity,-0.2333529207079472
F3_all_internal,34,op_div_score,0.1947662015441967
F3_all_internal,34,depth_min,0.5599224342410768
F3_all_internal,34,depth_max,-0.11527212804090964
F3_all_internal,34,depth_score,-0.25594770578799036
F3_all_internal,34,intervention_score,0.3261655217156619
F3_all_internal,34,conditional_score,-0.11735953289049271
F3_all_internal,34,role_score,5.5330198367588126e-11
F3_all_internal,34,complexity,0.11522764052592989
F3_all_internal,34,signature_len,-8.042988720203452e-16
F3_all_internal,34,M1_original_score,0.013856819019327686
F3_all_internal,34,M2_intervention_score,-0.1108205218430917
F3_all_internal,34,M3_reuse_score,0.3250525277703863
F3_all_internal,34,M4_compression_score,5.656332591603953e-14
F3_all_internal,34,M5_perturbation_centrality_score,-6.275297758162525e-13
F3_all_internal,34,M6_frequency_control_score,6.402454372855763e-11
F3_all_internal,34,M7_random_matched_score,1.8022771320034654e-16
F3_all_internal,34,expression_depth,-0.3126302441228625
F3_all_internal,34,reuse_rate,-0.325052526945986
F3_all_internal,34,reuse_count,1.1419819248107038e-14
F3_all_internal,34,intervention_role,-0.21534499987500771
F3_all_internal,34,conditional_role,0.11735953288777928
F3_all_internal,34,raw_score,-0.013856819910276994
F3_all_internal,34,active_M1,-1.340065080469492e-13
F3_all_internal,34,active_M2_intervention,5.843972467792331e-14
F3_all_internal,34,active_M3,-2.2342349615429715e-13
F3_all_internal,34,active_M4_compression,9.885485819157302e-15
F3_all_internal,34,active_M5,-2.823693097884601e-13
F3_all_internal,34,active_M6_frequency_control,-4.1554335977056295e-15
F3_all_internal,34,active_M7_random_matched,-3.902252597601944e-16
F3_all_internal,34,functional_core_membership,1.3664810951629016e-13
F3_all_internal,34,strict_core_membership,-1.3449275463034385e-14
F3_all_internal,35,class_size,0.0
F3_all_internal,35,frequency,-3.993081668831308e-13
F3_all_internal,35,dag_diversity,-5.606639676064938e-14
F3_all_internal,35,dag_div_score,1.023223055341641e-12
F3_all_internal,35,operator_diversity,0.3382714974503252
F3_all_internal,35,op_div_score,-0.3240777950492858
F3_all_internal,35,depth_min,-0.14006887539190227
F3_all_internal,35,depth_max,-0.056382187041748806
F3_all_internal,35,depth_score,0.39951164110974563
F3_all_internal,35,intervention_score,0.5941247351734518
F3_all_internal,35,conditional_score,0.04888370127065696
F3_all_internal,35,role_score,1.2424376192000446e-10
F3_all_internal,35,complexity,-0.04238522601441184
F3_all_internal,35,signature_len,-5.1027353480713335e-15
F3_all_internal,35,M1_original_score,-0.052528737073737994
F3_all_internal,35,M2_intervention_score,-0.17434759805076624
F3_all_internal,35,M3_reuse_score,-0.02873459777993746
F3_all_internal,35,M4_compression_score,-1.0998260590449131e-13
F3_all_internal,35,M5_perturbation_centrality_score,-2.442169358884608e-12
F3_all_internal,35,M6_frequency_control_score,1.4596749564382362e-10
F3_all_internal,35,M7_random_matched_score,1.492188092440413e-16
F3_all_internal,35,expression_depth,-0.15747515147936986
F3_all_internal,35,reuse_rate,0.02873459962814984
F3_all_internal,35,reuse_count,8.931740827634497e-14
F3_all_internal,35,intervention_role,-0.4197771371280276
F3_all_internal,35,conditional_role,-0.04888370127677143
F3_all_internal,35,raw_score,0.052528735077459476
F3_all_internal,35,active_M1,-2.7691940350312817e-13
F3_all_internal,35,active_M2_intervention,1.4550867333874743e-13
F3_all_internal,35,active_M3,-4.758179627441457e-13
F3_all_internal,35,active_M4_compression,1.8989289490725348e-14
F3_all_internal,35,active_M5,-6.440708150003519e-13
F3_all_internal,35,active_M6_frequency_control,-1.9812845782912628e-14
F3_all_internal,35,active_M7_random_matched,-4.4285560081807796e-16
F3_all_internal,35,functional_core_membership,3.1033706759804603e-13
F3_all_internal,35,strict_core_membership,-4.2878717339045974e-14
F3_all_internal,36,class_size,0.0
F3_all_internal,36,frequency,2.2501431183296816e-13
F3_all_internal,36,dag_diversity,-6.519207696432969e-14
F3_all_internal,36,dag_div_score,-6.544429944128346e-13
F3_all_internal,36,operator_diversity,-0.22924980121806857
F3_all_internal,36,op_div_score,0.2281195975852743
F3_all_internal,36,depth_min,-0.4134149433724835
F3_all_internal,36,depth_max,0.11767615599688691
F3_all_internal,36,depth_score,-0.17581014590496236
F3_all_internal,36,intervention_score,0.3627071523072197
F3_all_internal,36,conditional_score,-0.25714979098998464
F3_all_internal,36,role_score,-7.498948540668262e-11
F3_all_internal,36,complexity,0.003375013148458396
F3_all_internal,36,signature_len,-1.5747466616045845e-14
F3_all_internal,36,M1_original_score,-0.0751181638559937
F3_all_internal,36,M2_intervention_score,-0.41943570200793734
F3_all_internal,36,M3_reuse_score,0.05717990406981236
F3_all_internal,36,M4_compression_score,5.781969360262036e-14
F3_all_internal,36,M5_perturbation_centrality_score,-1.1271109575820063e-12
F3_all_internal,36,M6_frequency_control_score,-8.888028779334021e-11
F3_all_internal,36,M7_random_matched_score,-5.714935224101594e-16
F3_all_internal,36,expression_depth,0.4679190972341764
F3_all_internal,36,reuse_rate,-0.057179905193453374
F3_all_internal,36,reuse_count,5.2801692377600065e-14
F3_all_internal,36,intervention_role,0.05672854970413737
F3_all_internal,36,conditional_role,0.2571497909936402
F3_all_internal,36,raw_score,0.07511816507237835
F3_all_internal,36,active_M1,1.9463115446796525e-13
F3_all_internal,36,active_M2_intervention,-5.4040177480343927e-14
F3_all_internal,36,active_M3,2.8567869917289896e-13
F3_all_internal,36,active_M4_compression,1.1441021126666678e-14
F3_all_internal,36,active_M5,3.843092863964479e-13
F3_all_internal,36,active_M6_frequency_control,-2.201982884378525e-15
F3_all_internal,36,active_M7_random_matched,5.673536576929892e-16
F3_all_internal,36,functional_core_membership,-1.6725457728813827e-13
F3_all_internal,36,strict_core_membership,-3.4506317055081597e-15
