class_id,class_key,class_size,object_diversity,operator_diversity,depth_min,depth_max,reuse_count,role_score,action_effect_score,redundancy_score,signature_len,representative,operator_family,frequency,object_diversity_score,depth_score,reuse_rate,complexity,M2_intervention_score,M3_reuse_score,M4_compression_score,M5_perturbation_centrality_score,M1_original_score,M6_frequency_control_score,M7_random_matched_score,class_a_survives,class_b_survives,class_b_attack_cost,class_b_auc_gns
8724d9a1c6968e3d,"('NormalForm', '4398', 4)",1,1,1,5,5,2.0,0.2,0.44999999999999996,0.0,25,"NormalForm(p(q(q(p(c)),g(a))))=p(q(q(p(c)),a))",NormalForm,0.002840909090909091,0.04,0.25,0.0009718172983479105,7.390625,0.44999999999999996,0.061699708454810494,0.059534883720930236,0.18861586005830902,0.11675400116618076,0.016961363636363636,0.27278579016959226,True,False,1.0,0.18644
5c4225e5acfb954e,"('Derives', 1, '4398')",1,1,1,5,5,3.0,0.65,0.75,1.0,22,"Derives(p(q(q(p(c)),g(a))),p(q(q(p(c)),a)))",Derives,0.002840909090909091,0.04,0.25,0.0014577259475218659,7.34375,0.75,0.14304956268221575,0.05991489361702128,0.4286637900874636,0.23583340174927114,0.016961363636363636,0.14323088817005494,True,False,2.0,0.44264
fd396cc74b32f2ce,"('NormalForm', 'd936', 4)",1,1,1,4,4,4.0,0.6,0.65,0.0,25,"NormalForm(g(g(b),g(g(a))))=g(c,a)",NormalForm,0.002840909090909091,0.04,0.2,0.001943634596695821,6.390625,0.65,0.12939941690962098,0.06885085574572126,0.3851117201166181,0.21127680233236154,0.016961363636363636,0.056968010791661805,True,False,1.0,0.20814
b08a388580e009d4,"('Derives', 3, 'd936')",1,1,1,4,4,5.0,0.65,0.75,0.5,22,"Derives(g(g(b),g(g(a))),g(c,a))",Derives,0.002840909090909091,0.04,0.2,0.0024295432458697765,6.34375,0.75,0.13874927113702623,0.06935960591133004,0.4265996501457726,0.2284906029154519,0.016961363636363636,0.2248929012728197,True,True,,0.43804
d8e8f0cd6c418f55,"('NormalForm', '4b85', 4)",1,1,1,5,5,1.0,0.0,0.35,0.0,25,NormalForm(f(h(f(p(f(b))))))=f(h(f(p(f(b))))),NormalForm,0.002840909090909091,0.04,0.25,0.00048590864917395527,7.390625,0.35,0.02534985422740525,0.059534883720930236,0.08916793002915452,0.06563060058309038,0.016961363636363636,0.12150228563668078,True,False,1.0,0.17104
a3cd3de5525f1466,"('NormalForm', '2ded', 4)",1,1,1,4,4,1.0,0.0,0.35,0.0,25,"NormalForm(g(h(g(p(a),b))))=g(h(g(p(a),b)))",NormalForm,0.002840909090909091,0.04,0.2,0.00048590864917395527,6.390625,0.35,0.02034985422740525,0.06885085574572126,0.08676793002915452,0.057906600583090384,0.016961363636363636,0.03922441907256174,True,False,1.0,0.16194
2116c1ff0d36623f,"('NormalForm', '87bb', 2)",1,1,1,2,2,2.0,0.2,0.44999999999999996,0.0,25,"NormalForm(f(f(b),a))=f(c,a)",NormalForm,0.002840909090909091,0.04,0.1,0.0009718172983479105,4.390625,0.44999999999999996,0.046699708454810494,0.1002135231316726,0.181415860058309,0.09358200116618076,0.016961363636363636,0.22823052316693387,True,False,1.0,0.15914
cf8900d225d3878c,"('Derives', 1, '87bb')",1,1,1,2,2,3.0,0.65,0.75,0.5,22,"Derives(f(f(b),a),f(c,a))",Derives,0.002840909090909091,0.04,0.1,0.0014577259475218659,4.34375,0.75,0.12804956268221573,0.10129496402877698,0.4214637900874636,0.21266140174927117,0.016961363636363636,0.054046057272460576,True,True,,0.41984
14d718f1e9e767ed,"('Derives', 1, 'c792')",7,7,1,1,1,21.0,0.65,0.75,0.42857142857142855,22,"Derives(g(b),c)",Derives,0.019886363636363636,0.28,0.05,0.01020408163265306,3.34375,0.75,0.1293469387755102,1.423551401869159,0.4220865306122449,0.24916821224489796,0.11872954545454546,0.04116970386229034,True,True,,0.41608
ec958c2cb1c5e521,"('CriticalPairParticipation', 1)",59,21,1,1,3,118.0,0.25,0.6499999999999999,0.19999999999999996,32,CriticalPairParticipation(g(b)),CriticalPairParticipation,0.16761363636363635,0.84,0.15,0.057337220602526724,5.5,0.6499999999999999,0.10128279883381923,13.30181818181818,0.2666157434402332,0.28215886880466473,0.42312045454545455,0.26737498658010084,True,True,,0.38904
ad31596f6c3d2c62,"('NormalForm', '2722', 2)",1,1,1,2,2,1.0,0.0,0.35,0.0,25,NormalForm(q(f(c)))=q(f(c)),NormalForm,0.002840909090909091,0.04,0.1,0.00048590864917395527,4.390625,0.35,0.01034985422740525,0.1002135231316726,0.08196793002915452,0.04245860058309038,0.016961363636363636,0.11401187170495235,True,False,1.0,0.14374
6ac6f05424f551ca,"('NormalForm', '40b9', 4)",1,1,1,6,6,2.0,0.2,0.44999999999999996,0.0,25,"NormalForm(f(p(f(f(h(a,a)),h(b)))))=f(p(f(f(h(a,a)),b)))",NormalForm,0.002840909090909091,0.04,0.3,0.0009718172983479105,8.390625,0.44999999999999996,0.06669970845481049,0.052439478584729984,0.191015860058309,0.12447800116618074,0.016961363636363636,0.15988896280889428,True,False,1.0,0.19554
59ea011794238262,"('Derives', 1, '40b9')",1,1,1,6,6,3.0,0.65,0.75,1.0,22,"Derives(f(p(f(f(h(a,a)),h(b)))),f(p(f(f(h(a,a)),b))))",Derives,0.002840909090909091,0.04,0.3,0.0014577259475218659,8.34375,0.75,0.14804956268221575,0.052734082397003744,0.43106379008746354,0.24355740174927115,0.016961363636363636,0.3903439029034307,True,False,2.0,0.45174
fc63e4776a7126f3,"('NormalForm', '88f2', 2)",1,1,1,2,2,2.0,0.2,0.44999999999999996,0.0,25,NormalForm(h(q(c)))=h(b),NormalForm,0.002840909090909091,0.04,0.1,0.0009718172983479105,4.390625,0.44999999999999996,0.046699708454810494,0.1002135231316726,0.181415860058309,0.09358200116618076,0.016961363636363636,0.05223427503636225,True,False,1.0,0.15914
1719de838ca442fa,"('Derives', 1, '88f2')",1,1,1,2,2,3.0,0.65,0.75,0.5,22,"Derives(h(q(c)),h(b))",Derives,0.002840909090909091,0.04,0.1,0.0014577259475218659,4.34375,0.75,0.12804956268221573,0.10129496402877698,0.4214637900874636,0.21266140174927117,0.016961363636363636,0.24451185801895797,True,False,1.0,0.29984
6d8756490b7c4291,"('NormalForm', 'd2b1', 4)",1,1,1,4,4,1.0,0.0,0.35,0.0,25,"NormalForm(g(q(h(p(a,a))),a))=g(q(h(p(a,a))),a)",NormalForm,0.002840909090909091,0.04,0.2,0.00048590864917395527,6.390625,0.35,0.02034985422740525,0.06885085574572126,0.08676793002915452,0.057906600583090384,0.016961363636363636,0.2706276778605228,True,False,1.0,0.16194
bb2bc60510a704f7,"('NormalForm', '23f6', 1)",11,9,1,1,1,11.0,0.0,0.35000000000000003,0.0,25,NormalForm(f(c))=f(c),NormalForm,0.03125,0.36,0.05,0.005344995140913508,3.390625,0.35000000000000003,0.008848396501457727,2.4656221198156683,0.08124723032069972,0.09104060641399418,0.156175,0.4160372475809923,True,True,,0.28376
0a814dfc5e5070be,"('NormalForm', 'd968', 1)",4,3,1,1,1,4.0,0.0,0.35,0.0,25,NormalForm(p(b))=p(b),NormalForm,0.011363636363636364,0.12,0.05,0.001943634596695821,3.390625,0.35,0.006399416909620992,0.6134562211981567,0.08007172011661808,0.048906402332361515,0.05264545454545455,0.21031085813789804,True,False,1.0,0.14192
d98dbc439254db23,"('NormalForm', 'a2c8', 1)",1,1,1,1,1,1.0,0.0,0.35,0.0,25,"NormalForm(h(b,c))=h(b,c)",NormalForm,0.002840909090909091,0.04,0.05,0.00048590864917395527,3.390625,0.35,0.0053498542274052485,0.12976958525345622,0.07956793002915452,0.034734600583090386,0.016961363636363636,0.07058703572188771,True,False,1.0,0.13463999999999998
cf259a7246ce94f2,"('NormalForm', 'c792', 2)",2,2,1,2,2,6.0,0.4,0.55,1.0,25,NormalForm(g(f(a)))=c,NormalForm,0.005681818181818182,0.08,0.1,0.0029154518950437317,4.390625,0.55,0.08409912536443148,0.21864768683274022,0.28136758017492713,0.1520772034985423,0.03392272727272727,0.2402193658948104,True,False,1.0,0.40918
e553fd52713d73c6,"('Derives', 2, 'c792')",2,2,1,2,2,8.0,0.65,0.75,1.0,22,"Derives(g(f(a)),c)",Derives,0.005681818181818182,0.08,0.1,0.003887269193391642,4.34375,0.75,0.12979883381924198,0.22100719424460433,0.4223034402332362,0.22041440466472303,0.03392272727272727,0.2149672632282573,True,True,,0.53898
469f115aafd16a2a,"('NormalForm', 'fad3', 4)",1,1,1,5,5,1.0,0.0,0.35,0.0,25,NormalForm(q(h(h(q(g(c))))))=q(h(h(q(g(c))))),NormalForm,0.002840909090909091,0.04,0.25,0.00048590864917395527,7.390625,0.35,0.02534985422740525,0.059534883720930236,0.08916793002915452,0.06563060058309038,0.016961363636363636,0.23940575942313227,True,False,1.0,0.17104
