class_id,label,class_size,valid_pair_count,broken,attack_cost,auc_gns,persistence_k1,persistence_k2,persistence_k3,persistence_k4,operator_diversity,depth_max,dag_diversity,representative
27e26d2341e697ad,representation_only,164,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,103,"Blocked(N1, N0 | N2) || Independent(N1, N0 | N2)"
cd253129c9a24d43,representation_only,164,2,False,,1.0,1.0,1.0,1.0,1.0,1,2,164,P(N1 | N4)
d594b4a2418a7382,representation_only,164,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,98,"Blocked(N3, N2 | N1) || Independent(N3, N2 | N1)"
06dfbbfb6d453364,representation_only,163,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,103,"Ancestor(N4, N6) || Effect(N4 -> N6) || Reachable(N4, N6)"
76f1e10c1ce66b59,representation_only,162,2,False,,1.0,1.0,1.0,1.0,1.0,1,2,162,P(N1 | N5)
cb0f642a6861499d,representation_only,162,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,97,"Blocked(N1, N3 | N0) || Independent(N1, N3 | N0)"
e4cf54dbc3cdf299,representation_only,162,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,99,"Ancestor(N6, N5) || Effect(N6 -> N5) || Reachable(N6, N5)"
276ad787af6a299e,representation_only,161,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,107,"Ancestor(N7, N2) || Effect(N7 -> N2) || Reachable(N7, N2)"
8229ab2f44578101,representation_only,161,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,95,"Blocked(N3, N1 | N0) || Independent(N3, N1 | N0)"
069dc362cc83fb7a,representation_only,160,2,False,,1.0,1.0,1.0,1.0,1.0,1,2,160,P(N4 | N3)
141c19060cd9bcd7,representation_only,159,2,False,,1.0,1.0,1.0,1.0,1.0,1,2,159,P(N4 | N1)
2c3ab647caa1215c,representation_only,159,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,103,"Ancestor(N6, N3) || Effect(N6 -> N3) || Reachable(N6, N3)"
4d776f2e423c4353,representation_only,159,2,False,,1.0,1.0,1.0,1.0,1.0,1,2,159,P(N5 | N3)
c98e7ce7bea5dc46,representation_only,159,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,99,"Blocked(N1, N2 | N3) || Independent(N1, N2 | N3)"
d0778f255b2af544,representation_only,159,2,False,,1.0,1.0,1.0,1.0,1.0,1,2,159,P(N4 | N5)
1014ee8f64ca04ec,representation_only,158,2,False,,1.0,1.0,1.0,1.0,1.0,1,2,158,P(N5 | N0)
a75cb0b1f9c7f780,representation_only,158,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,110,"Ancestor(N2, N7) || Effect(N2 -> N7) || Reachable(N2, N7)"
6ec1dde5bf01adde,representation_only,157,2,False,,1.0,1.0,1.0,1.0,1.0,1,2,157,P(N4 | N2)
c9729f40e5f3069d,representation_only,157,2,False,,1.0,1.0,1.0,1.0,1.0,1,2,157,P(N3 | N4)
27046f7fbc9a85cb,representation_only,156,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,96,"Blocked(N3, N1 | N2) || Independent(N3, N1 | N2)"
7b6740531b41e33e,representation_only,156,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,96,"Ancestor(N6, N7) || Effect(N6 -> N7) || Reachable(N6, N7)"
3ab07d974c2c13c9,representation_only,155,2,False,,1.0,1.0,1.0,1.0,1.0,1,2,155,P(N2 | N4)
e29313ae73b8a98a,representation_only,155,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,100,"Blocked(N2, N1 | N3) || Independent(N2, N1 | N3)"
f0fe9658e96aaa33,representation_only,154,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,100,"Ancestor(N7, N1) || Effect(N7 -> N1) || Reachable(N7, N1)"
265c28c7520c434f,representation_only,153,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,101,"Ancestor(N2, N6) || Effect(N2 -> N6) || Reachable(N2, N6)"
857b3c27b5df4d12,representation_only,153,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,63,"Ancestor(N1, N2) || Effect(N1 -> N2) || Reachable(N1, N2)"
749dcca641c13156,representation_only,152,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,100,"Ancestor(N7, N6) || Effect(N7 -> N6) || Reachable(N7, N6)"
78c7835cabe2a424,representation_only,152,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,96,"Ancestor(N7, N4) || Effect(N7 -> N4) || Reachable(N7, N4)"
c657e99ca35a3b1c,representation_only,152,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,103,"Ancestor(N5, N6) || Effect(N5 -> N6) || Reachable(N5, N6)"
d5004a458d5a5de6,representation_only,151,4,False,,1.0,1.0,1.0,1.0,1.0,3,1,97,"Ancestor(N7, N0) || Effect(N7 -> N0) || Reachable(N7, N0)"
4cfe54014cfc790e,representation_only,150,2,False,,1.0,1.0,1.0,1.0,1.0,1,2,150,P(N0 | N5)
ba97020b93362854,representation_only,149,2,False,,1.0,1.0,1.0,1.0,1.0,1,2,149,P(N3 | N5)
c27f06f97add8be0,representation_only,147,2,False,,1.0,1.0,1.0,1.0,1.0,1,2,147,P(N4 | N0)
6b6dd43bb4c3d2bc,representation_only,146,2,False,,1.0,1.0,1.0,1.0,1.0,1,2,146,P(N0 | N4)
a74c3ae53c430b3b,representation_only,146,4,False,,1.0,1.0,1.0,1.0,1.0,2,3,88,"Blocked(N1, N3 | N2) || Independent(N1, N3 | N2)"
